publish_day,video_count,avg_views,avg_engagement,avg_days_to_trend
6.0,52777,2366911.7209200975,5.130577380176167,5.042556416620877
7.0,25358,2146326.3038094486,0.033755440646224745,4.792530956700055
2.0,39755,1507837.2847692114,0.037051763209357866,4.658785058483209
3.0,38198,1298019.2104560449,8.213138455281335,4.714697104560448
4.0,39572,1231923.9507985443,0.034926413566117274,4.720837966238754
5.0,40816,1229079.2734221874,0.03590892794279028,4.882374558996472
1.0,32314,1080736.542644055,0.03314773887167574,4.623073590394256
,63925,0.0,0.0,
